"trackID","artistName","trackName","albumName"
"3aAB9ANGuZSVnz1wUHStOh","Rush","Hope - Instrumental","Snakes & Arrows"
"36ypZxzbhZOh68bzs1giOd","Rush","Workin' Them Angels","Snakes & Arrows"
"0K6yUnIKNsFtfIpTgGtcHm","Rush","Limelight","Moving Pictures"
"0YveezON7jpiaHA8fnUHxN","Yes","Roundabout - 2003 Remaster","Fragile"
"78lgmZwycJ3nzsdgmPPGNx","Led Zeppelin","Immigrant Song - Remaster","Led Zeppelin III"
"2nVHqZbOGkKWzlcy1aMbE7","Led Zeppelin","Kashmir - 1990 Remaster","Physical Graffiti"
"5vfoqFiW6wXwhwa7r523Iq","Yes","Long Distance Runaround - 2003 Remaster","Fragile"
"5QTxFnGygVM4jFQiBovmRo","Blue Öyster Cult","(Don't Fear) The Reaper","Agents Of Fortune"
"6N0AnkdDFZUetw8KAGHV7e","Blue Öyster Cult","Godzilla","Spectres"
"3fkPMWQ6cBNBLuFcPyMS8s","Blue Öyster Cult","Burnin' for You","Fire of Unknown Origin"
"4hO1SWYmqJF6X7O5rZaE6R","Blue Öyster Cult","I Love the Night","Spectres"
"60TYdVs6TWIsAJ1MPRdv59","Blue Öyster Cult","Then Came the Last Days of May","Blue Oyster Cult"
"1bPUK3zBMK73QXmCLzqffn","Blue Öyster Cult","Veteran of the Psychic Wars","Fire of Unknown Origin"
"2g02rt0UFudctbAnmJsm22","Blue Öyster Cult","Astronomy","Secret Treaties"
"0M7oqERflkrJVHD3IAZqxo","Blue Öyster Cult","Cities On Flame with Rock and Roll","Blue Oyster Cult"
"1uUCpOX86yRGShambUp93O","Blue Öyster Cult","Heavy Metal: The Black and Silver","Fire of Unknown Origin"
"1Zd5KxenhiRD0OpIf9Dfmh","Blue Öyster Cult","Death Valley Nights","Spectres"
"3OXc6xDxasnl4uj2jl1q4Y","Blue Öyster Cult","Fire of Unknown Origin","Fire of Unknown Origin"
"6sH5tkQoXL3YKV0hpXZoWj","Blue Öyster Cult","True Confessions","Agents Of Fortune"
"4XL5BDScfDdj4QlkStiLzn","Blue Öyster Cult","That Was Me","That Was Me"
"5KBdHzTROSlD3dACh91sZx","Blue Öyster Cult","E.T.I. (Extra Terrestrial Intelligence)","Agents Of Fortune"
"7vm7Bd52OsZmxk3yWulR2u","Blue Öyster Cult","In Thee","Mirrors"
"1BKoilGgL2OgmPKcYQ27vQ","Blue Öyster Cult","Golden Age of Leather","Spectres"
"2PicnFqnuKd9EwHp2xQvcn","Blue Öyster Cult","Sole Survivor","Fire of Unknown Origin"
"4Nyx3c0IPFITNo42yodlrh","Blue Öyster Cult","Black Blade","Cultosaurus Erectus"
"6JtnDjDz5eJ87GOAd8sDbv","Blue Öyster Cult","Monsters","Cultosaurus Erectus"
"4RzUcGT0RAmyeEe5wmvz88","David Gilmour","Echoes - Live in Gdansk","Live in Gdansk"
"2IDIxX8L57lsOczvSMQRFd","Yes","And You and I - 2003 Remaster","Close to the Edge"
"0nUCaKwNqO5whVAhEX1A1R","Queen","Spread Your Wings - Remastered 2011","News Of The World"
"0hBby0yygBY1u3m6tSpZgC","Rush","The Camera Eye","Moving Pictures"
"3wBqON2EX3QFDyFLvl1Tcv","Rush","Mystic Rhythms","Power Windows"
"3uQDfCKlwfK9Yz10JFcsC7","Rush","Manhattan Project","Power Windows"
"7LHp6fGj4lG47lNceQ0Ltc","Rush","Turn The Page","Hold Your Fire"
"2SBKGHPQmo65mz9MxV30Fr","Rush","Prime Mover","Hold Your Fire"
"3PefhAnxRxxxeimzWetwnT","Rush","Red Sector A","Grace Under Pressure"
"71PeEU6DLw7b2UvKuilQ0e","Rush","The Weapon","Signals"
"2rIyuURzVLDjENwkmhZ5Gf","Rush","Countdown","Signals"
"4HFRItYjNrcwT6Vbtbk2i4","Black Sabbath","Zeitgeist","13"
"3gY381aWseWtDcnanY9n6u","Black Sabbath","Damaged Soul","13"
"1p9hRNRKVFPuYv0ADlkl1l","Rush","A Passage To Bangkok","2112"
"4bGkklcgdZvIUtoqIc7wcd","Rush","Something For Nothing","2112"
"0QHY2cPwl7GpgC4WO5Onql","Rush","The Twilight Zone","2112"
"481S5BKOolPHU4VDkDBHqn","Rush","Anthem","Fly By Night"
"2fsFnXtYfu3xkz9QXj1pZs","Rush","Bastille Day","Caress Of Steel"
"5q7KiSN7znIONR76LAqm7k","Rush","Xanadu","A Farewell To Kings"
"3sFgH9hqMB6cySLWJOGAJ4","Rush","Natural Science","Permanent Waves"
"1rUmVxcEAAMTI7BGp4fiyl","Rush","The Analog Kid","Signals"
"4lShKS7ee6aoC8hbUVOhYG","Rush","Circumstances","Hemispheres"
"6QRQd3I52HHXy59OWAqKNa","Rush","The Enemy Within","Grace Under Pressure"
"1zS3nK868x59ewPAzXat4y","Rush","Afterimage","Grace Under Pressure"
"6fBVFj2Bg9mo4AsPgsDHYw","Rush","Ghost Rider - 2013 Remix","Vapor Trails"
"1HMiAvNM0klyxplKlwL200","Rush","Earthshine - 2013 Remix","Vapor Trails"
"78483g1DX5kIjyRnsGzxo3","Rush","Between The Wheels","Grace Under Pressure"
"4CyElmiM9EF9aURGWlPZLi","Rush","La Villa Strangiato","Hemispheres"
"7psfcbjfnXwYIezHstNa1a","Led Zeppelin","When the Levee Breaks - Remaster","Led Zeppelin IV"
"5MWfv4F84sJhScYq18yqbN","Led Zeppelin","Dazed and Confused - Remaster","Led Zeppelin"
"2mYpbsbzCM3dqrM2XjgSjh","Led Zeppelin","Nobody's Fault but Mine - 1990 Remaster","Presence"
"4S2QZuPFZ9qeHW2sonMJS1","Led Zeppelin","Gallows Pole - Remaster","Led Zeppelin III"
"1SDiiE3v2z89VxC3aVRKHQ","Led Zeppelin","Since I've Been Loving You - Remaster","Led Zeppelin III"
"16VhHtoaOjTU4AJBNSBNQ1","Led Zeppelin","Hey, Hey, What Can I Do - Remaster","Coda"
"4MpIwDaZdFLafMDcAx4k4q","Black Sabbath","Changes","Vol. 4"
"2ix7QGz7AtP7adFF52EDW6","Rush","Before And After","Rush"
"0UD2Mxu851XWwT1AkNRNvh","Queen","Killer Queen - Live","Queen Rock Montreal"
"3qiyyUfYe7CRYLucrPmulD","The Who","Baba O'Riley","Who's Next"
"4u3oXuVeOGoByIMz9pnOKf","Rush","Closer To The Heart","A Farewell To Kings"
"2KtpzJOCmJa29vBLwDUGHQ","Black Sabbath","Evil Woman","Black Sabbath"
"70gbuMqwNBE2Y5rkQJE9By","Led Zeppelin","Going to California - Remaster","Led Zeppelin IV"
"6zdMlZyo0XyRNclXyQvVAl","Blue Öyster Cult","Take Me Away","The Revolution By Night"
"1cdG6PxoGy03y2zppSb8bD","Queen","Now I'm Here - Live","Queen Rock Montreal"
"4Vtl42qX97JBj68TKifBHR","The Who","Bargain","Who's Next"
"3EUJS9hmoZPYCFuUctnfCz","Black Sabbath","Lord of This World - 2014 Remaster","Master of Reality"
"0cKk8BKEi7zXbdrYdyqBP5","The Who","Behind Blue Eyes","Who's Next"
"3uMmllZo1AfoEnVT4ENCD3","Deep Purple","Highway Star - Remastered 2012","Machine Head"
"273lBFpxUCwisTpdnF9cVb","Blue Öyster Cult","ME 262","Secret Treaties"
"2MGcp3IcaE0YcHT8Rkv3Yl","Queen","Sheer Heart Attack - Live","Queen Rock Montreal"
"3TO7bbrUKrOSPGRTB5MeCz","Pink Floyd","Time","The Dark Side of the Moon"
"59ENhfT8TIFjB30TUVG4PA","Blue Öyster Cult","Transmaniacon MC","Blue Oyster Cult"
"2xoM5JX9KbKhiJD3iQssTj","Queen","We Will Rock You - Live","Queen Rock Montreal"
"1jzDzZWeSDBg5fhNc3tczV","Black Sabbath","Paranoid","Paranoid"
"04jUWHa4mIZKn7duaD2gXW","The Who","My Wife","Who's Next"
"6mFkJmJqdDVQ1REhVfGgd1","Pink Floyd","Wish You Were Here","Wish You Were Here"
"1Fkob9An4DxnB5AYOKzRBg","Queen","Get Down, Make Love - Live","Queen Rock Montreal"
"2qnPNuQseD2NvWo88MCVGu","Rush","Cinderella Man","A Farewell To Kings"
"1DV0f9SWOku3899QQ8ux93","Blue Öyster Cult","Tattoo Vampire","Agents Of Fortune"
"4gMgiXfqyzZLMhsksGmbQV","Pink Floyd","Another Brick in the Wall, Pt. 2","The Wall"
"5HNCy40Ni5BZJFw1TKzRsC","Pink Floyd","Comfortably Numb","The Wall"
"0vFOzaXqZHahrZp6enQwQb","Pink Floyd","Money","The Dark Side of the Moon"
"0gEaeqVRHPzRc7HMXtOKc7","Pink Floyd","Pigs (Three Different Ones)","Animals"
"55e99bv2wlgTYtNEYHWtN1","Pink Floyd","Sheep","Animals"
"5a4MgIUSf9K8wXLSm6xPEx","Pink Floyd","High Hopes","The Division Bell"
"63brgJhrcNFW8ncUhM1mhG","Pink Floyd","If","Atom Heart Mother"
"5qlckstqDQ2RskL0SJsDYx","Pink Floyd","Fat Old Sun","Atom Heart Mother"
"2T6lFb6HFAOkkOnphgwA2R","Rush","In The End","Fly By Night"
"5H8xFHau0x3PI1CssO6EaX","Rush","2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley","2112"
"6XEe0KctR5H9ll1HMQrBZr","Blue Öyster Cult","Florida Man","The Symbol Remains"
"6gqBQnqc30AV9Z8mFu20EF","Blue Öyster Cult","The Alchemist","The Symbol Remains"
"4D0rMWGCN4xQzSgLDOj634","Blue Öyster Cult","Secret Road","The Symbol Remains"
"4QULNfm0fGOq1x7Z6ufi0O","Blue Öyster Cult","Fight","The Symbol Remains"
"0d6toPSchGTRM7HOGGE8Sy","Blue Öyster Cult","Stand and Fight","The Symbol Remains"
"7jVe2goPxC3aDq6BRgqPMo","Blue Öyster Cult","Edge of the World","The Symbol Remains"
"4bNuSqQByGNwVSYBttd9Jm","Blue Öyster Cult","Nightmare Epiphany","The Symbol Remains"
"6QJmMsK2vCvxPvkeaPFM0F","Blue Öyster Cult","Box in My Head","The Symbol Remains"
"7j02rdE5RVtNcNMuLGY5SS","Howlin' Wolf","Spoonful","Howlin' Wolf"
"6tLKN3h7VxBpwJ2DqVLT4z","Albert King","Born Under A Bad Sign (with Stevie Ray Vaughan)","Stax Profiles: Albert King"
"2uxsnsH0XzOBZkMrSFVmll","Cream","Born Under A Bad Sign","Wheels Of Fire"
"0VX5SeVK2VbE7QCmckXUaP","Rush","Crossroads","Feedback"
