"trackID","artistName","trackName","albumName"
"2FfX5MDUYVkg4MkvrB5eev","Queen","Killer Queen - Remastered 2011","Greatest Hits"
"1PZ3DwxBYzuRYXt2fpomfY","Black Sabbath","Loner","13"
"5QTxFnGygVM4jFQiBovmRo","Blue Öyster Cult","(Don't Fear) The Reaper","Agents Of Fortune"
"2LJnqa6OFoKrMdx84CYfGh","Rush","You Bet Your Life - 2004 Remaster","Roll the Bones"
"4oln108lelSadoqEFlwCZi","Rush","Far Cry","Snakes & Arrows"
"7fCntOTBEH6rshHhWX7hKG","Rush","Bravado - 2004 Remaster","Roll the Bones"
"4bGkklcgdZvIUtoqIc7wcd","Rush","Something For Nothing","2112"
"52Lz3HKBItvMWuSNDBixq3","Yes","It Can Happen","90125"
"0QtJZpyfZF67QF32p41NXa","Queen","Thank God It's Christmas","Greatest Hits III"
"4vu1iqqYGffP8uBI56PKb3","Rush","Subdivisions - Live in Cleveland","Time Machine 2011: Live In Cleveland"
"7l4um9WaXEJOpYmkrXsPsE","Rush","Losing It","Signals"
"5w9Qa9q4LVRePdKZ1SrrxK","Queen","I'm In Love With My Car - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"56FU6yh4O46jrAltLyY2zr","Rush","Where's My Thing - 2004 Remaster","Roll the Bones"
"0hLnmbp7esuygjxzHF87yz","Queen","Who Wants to Live Forever - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"2Kb2SkJDPcxHeTb0IYoGov","Queen","Crazy Little Thing Called Love - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"4RkoM85FKnG3UranRq5N9p","Rush","Tom Sawyer - Snakes & Arrows Live Version","Snakes & Arrows Live"
"3uc8BAdTs0hc4xrTPALWJA","Rush","The Wreckers (with Clockwork Angels String Ensemble) [Live on Clockwork Angels Tour]","Clockwork Angels Tour"
"1WU5igo1wGUyZhH55UqWi2","Rush","The Analog Kid (Live on Clockwork Angels Tour)","Clockwork Angels Tour"
"2M1LjRepPscLiUM4hydR7B","Rush","Tom Sawyer - R30 Live Version","R30"
"3hP3teMu3JstJuXNUBq687","Rush","Where's My Thing? / Here It Is! (Drum Solo) [Live on Clockwork Angels Tour]","Clockwork Angels Tour"
"3OYsVAtg2j28YkfchSUfwv","Queen","We Will Rock You - Remastered 2011","Greatest Hits"
"3qSlbAE7VfK1AVyxfoHNJZ","Yes","Leave It","90125"
"5XCH8LFZNKcCaZINJNxvN2","Rush","The Garden (with Clockwork Angels String Ensemble) [Live on Clockwork Angels Tour]","Clockwork Angels Tour"
"5EEuv5upMD3atlb8lfABIZ","Rush","Carnies (with Clockwork Angels String Ensemble) [Live on Clockwork Angels Tour]","Clockwork Angels Tour"
"0CQddjWDflPd0dOqqVkJ2H","Queen","Fat Bottomed Girls - Remastered 2011","Greatest Hits"
"2dt7SFawiOvxi2Fxr7oy0O","Rush","Big Wheel - 2004 Remaster","Roll the Bones"
"5dkfF6T8QH5myWNt7GUHeo","Rush","Mr. Soul","Feedback"
"32JalB9nX8b898JXlCDkHf","Rush","Between the Wheels - R30 Live Version","R30"
"0jIv9DFcPGsufD5VzQUjCd","Rush","Distant Early Warning - Live - Grace Under Pressure Tour","Grace Under Pressure Tour Live"
"6eKPSagnVU7gygR8Dm132W","Yes","Changes","90125"
"5O2RLTMtltPJw1mrDPrCPh","Queen","A Kind of Magic - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"6clsmQJYrDXCFRJQElCKmN","Queen","These Are The Days Of Our Lives","Greatest Hits III"
"0Z0s6dw0zw2ENU1gVjlLV6","Rush","Subdivisions","Signals"
"6N0xSFn1tbEwIgk0WQ8RB8","Rush","The Wreckers - Live R40 Tour","R40 Live"
"0byXuuWqANcCoQgJjGKUCg","Rush","The Spirit Of Radio - Live R40 Tour","R40 Live"
"1MKMMux7dQp4TW3xWO0wxu","Queen","Under Pressure - Rah Mix","Greatest Hits III"
"02aF3npr51MbXFKvailv0m","Rush","Heart Full of Soul - R30 Live Version","R30"
"1PGaVuZUvPUZnviBxzPCCk","Rush","The Seeker - R30 Live Version","R30"
"4vGv5xaIUgmzycJlUQXpSp","Rush","Good News First","Snakes & Arrows"
"3nsUVlntPIksDvhHdZZhiu","Led Zeppelin","Black Dog - Remaster","Mothership"
"1P83JLGQz1XXCJ5hTMGRMY","Brian May","Driven By You","Greatest Hits III"
"5fMMakgV5fOEn8Q0cchxR8","Rush","Secret Touch - Rio Live","Rush in Rio"
"6gQOsok1o9YY6vU1W5ZzWX","Led Zeppelin","The Song Remains the Same - Remaster","Mothership"
"3zlqUfkfxhOANh4UEANx5N","Queen","Impromptu - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"7uBnSdqm07uMBrp7nBmMu9","Led Zeppelin","In the Evening - Remaster","Mothership"
"5u99eyhU43QoLeXXG6caoL","Queen","Seven Seas Of Rhye - Remastered 2011","Greatest Hits"
"30PvTO9EWpi9t9jWdueP7S","Rush","Totem - 2004 Remaster","Test for Echo"
"4eh73oNd3bMVLI1NSeezm1","Rush","The Way the Wind Blows","Snakes & Arrows"
"38dVy7da0IzUySkVh3W8sg","Rush","The Spirit of Radio - Snakes & Arrows Live Version","Snakes & Arrows Live"
"0GTK6TesV108Jj5D3MHsYb","Yes","Owner of a Lonely Heart","90125"
"1opdpazdsiE6wC5rf3m8PT","Rush","The Big Money - Rio Live","Rush in Rio"
"24RHOdxEB3yOwVvoG3wdd7","Rush","Limbo - 2004 Remaster","Test for Echo"
"4XQauyCbA5otoZ4Jp11u8a","Rush","The Camera Eye - Live in Cleveland","Time Machine 2011: Live In Cleveland"
"251aFD82kJ2eCfvozNQB6b","Queen","Somebody To Love - Remastered 2011","Greatest Hits"
"5L2dN3m2sliHCEojBDt7wR","Rush","Tears","2112"
"35laqbxlOvmqXAHKl0Ur85","Queen","Hello Mary Lou (Goodbye Heart) - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"43VpPL4lOvPdSxAOEGECgW","Queen","Get Down, Make Love - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"7f0mxDL2Au3hLvhtUe4l7L","Rush","The Color of Right - 2004 Remaster","Test for Echo"
"6whwADq73Zqp7tE7HCRzvZ","Queen","Hammer To Fall - Remastered 2011","Greatest Hits II"
"1cZFtBtAcLi6usrglYEFZA","Rush","Stick It Out - Live in Cleveland","Time Machine 2011: Live In Cleveland"
"6rH0YAuAvw84F3ulahV10F","Rush","Tom Sawyer - Rio Live","Rush in Rio"
"3hwRLIop9mHDDhKF4IIdx0","Led Zeppelin","Since I've Been Loving You - Live: O2 Arena, London - December 10, 2007","Celebration Day"
"2apNX5SVowUYNTAHgi4WIf","Queen","Another One Bites The Dust - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"7yyMf1tNKe9y46dNBN2QXb","Queen","Guitar Solo - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"0rbTDlQmG5lAtZrdsFl36w","Rush","Closer To The Heart - Live - Grace Under Pressure Tour","Grace Under Pressure Tour Live"
"1xTP0PQF7uGFOq9YVCAyvH","Queen","Tear It Up - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"3KCT8vm2H2OEUeS99ID6W1","Led Zeppelin","Stairway to Heaven - Live: O2 Arena, London - December 10, 2007","Celebration Day"
"3a51woc7AaIDJbjKa9Egmi","Queen","We Are The Champions - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"7g6hAuTCUIyC60CDVqIcY2","Queen","A Kind Of Magic - Remastered 2011","Greatest Hits II"
"6ccKlJPi79MInHPAcCioj5","Rush","Red Barchetta - R30 Live Version","R30"
"5iR2mMuvTlUDbWM0fEMfEJ","Rush","Everyday Glory - 2004 Remaster","Counterparts"
"60s19t9XMIhOAA84rQDMyU","Queen","Flash - Remastered 2011","Greatest Hits"
"69XM8H8if0YrYAAwW08fKA","Rush","I Think I'm Going Bald","Caress Of Steel"
"1gkn90ExKRNAOlhDs4RoW0","Rush","Working Man","Rush"
"2lRrd4xhgLELY2OwqiLYrp","Rush","Carve Away the Stone - 2004 Remaster","Test for Echo"
"6mkBbzyfK0EpywDk17taBg","Led Zeppelin","Trampled Under Foot - Remaster","Mothership"
"1wxYi0Qdu2sYR8EzlOaNJk","Rush","Tom Sawyer - Live R40 Tour","R40 Live"
"2CB4yzH1SBr0q85YniII0M","Rush","In The Mood","Rush"
"75g9BechGfdA2N6XumCq0b","Rush","Vital Signs - Live - Grace Under Pressure Tour","Grace Under Pressure Tour Live"
"0eBz7JoRfFF8rFBmqe7gEr","Rush","Xanadu - R30 Live Version","R30"
"0BKSmrw4dVFlUm1B5sFDqZ","Queen","Radio Ga Ga - Remastered 2011","Greatest Hits II"
"3r9B2UasogxeNIu1ketFNl","Led Zeppelin","Trampled Under Foot - Live: O2 Arena, London - December 10, 2007","Celebration Day"
"0ducHx1R45CnEloZ6tUVuC","Led Zeppelin","Babe I'm Gonna Leave You - Remaster","Mothership"
"3p3nNDE41UhOYPxslfc8TM","Rush","Driven - Rio Live","Rush in Rio"
"1r7vq4DirmrHDi3tweUFOS","Rush","Subdivisions - Snakes & Arrows Live Version","Snakes & Arrows Live"
"0zgQIBVayv8B4Zmql9xqpn","Queen","Dragon Attack - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"1zS3nK868x59ewPAzXat4y","Rush","Afterimage","Grace Under Pressure"
"0U49xOQCWh6zDWcu5r8Why","Queen","Bohemian Rhapsody - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"0QHY2cPwl7GpgC4WO5Onql","Rush","The Twilight Zone","2112"
"3rsavopPmGn20ud8fqewRX","Queen","Another One Bites the Dust - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"7iyUkghNc3d8SKJj2E080k","Rush","Entre Nous - Snakes & Arrows Live Version","Snakes & Arrows Live"
"4P5oPoOIzQFCBb4tEFLvUM","Rush","Time and Motion - 2004 Remaster","Test for Echo"
"14zuvr5vGgHCcGY6dc0gZQ","Queen","The Invisible Man - Remastered 2011","Greatest Hits II"
"2k0xk8GpsST0pcJ0Wck9tE","Rush","Roll the Bones - 2004 Remaster","Roll the Bones"
"5rlyubwWC7PSllji9QWVVN","Rush","Bravest Face","Snakes & Arrows"
"0VX5SeVK2VbE7QCmckXUaP","Rush","Crossroads","Feedback"
"5izpFI3W7yxhNN66RzLrlk","Rush","Middletown Dreams (Live on Clockwork Angels Tour)","Clockwork Angels Tour"
"4X8eGdQQC4twIYkjA613aU","Rush","Lakeside Park / Anthem - Medley / Live R40 Tour","R40 Live"
"0KskzfT5jSZt7rfWWwjdHV","Queen","Jailhouse Rock - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"3Szho175dsJo76urI0OxEO","Rush","Nobody's Hero - 2004 Remaster","Counterparts"
"4Vxpz1KzQZSTx1KbFf3qa9","Rush","Closer To The Heart - Live R40 Tour","R40 Live"
"1dYUEwOjIouVUBTgEtNsHQ","Rush","By-Tor and the Snowdog - Rio Live","Rush in Rio"
"21uRilkrWNXS0fkIZg5P0Q","Queen","Gimme Some Lovin' - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"41V50mCQUR8JJmbZ66Mnv5","Led Zeppelin","The Song Remains the Same - Live: O2 Arena, London - December 10, 2007","Celebration Day"
"41BwRC6nMwRsJddPyEkzqS","Queen","Friends Will Be Friends - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"6dQJyG59HaUqUTbVMqTwFu","Yes","It's Over - Previously Unissued","90125"
"1x1ENkGjxgRG3nmfEnS2XJ","Yes","Roundabout - Early Rough Mix","Fragile"
"13Wv5Sx8gm5fEkFSIauM5o","Led Zeppelin","Misty Mountain Hop - Live: O2 Arena, London - December 10, 2007","Celebration Day"
"3BaUkl5IsTkfq4uBcA67ME","Rush","A Passage to Bangkok - Snakes & Arrows Live Version","Snakes & Arrows Live"
"6LEBH45mfp7GOsCWT317Fj","Rush","Resist - Acoustic; Rio Live","Rush in Rio"
"61p7OkY6r9uwHJcqZW5utf","Led Zeppelin","Whole Lotta Love - Live: O2 Arena, London - December 10, 2007","Celebration Day"
"1nwVFXNK9f0zKU7rVdBswV","Queen","Big Spender - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"3ltoNmGzaum4qYjfCmG1HP","Rush","The Big Money (Live on Clockwork Angels Tour)","Clockwork Angels Tour"
"7hMmycPXkJqOBFM7tUf6tg","Rush","Earthshine - R30 Live Version","R30"
"2ix7QGz7AtP7adFF52EDW6","Rush","Before And After","Rush"
"7ofV2J7Ndzo2s5NBEgfpxl","Queen","The Show Must Go On - Remastered 2011","Greatest Hits II"
"1Eh0FDAab5TnUdsBquNGRp","Rush","The Pass - Rio Live","Rush in Rio"
"29dJnE5x06Nxgt9MCBXm3O","Rush","Red Sector A - Rio Live","Rush in Rio"
"6hthC1LQSXGk6KJa9Q06Tu","Queen","It's A Hard Life - Remastered 2011","Greatest Hits II"
"3RVaJJ8hVkbFNfGwnoR7CX","Rush","Distant Early Warning - Snakes & Arrows Live Version","Snakes & Arrows Live"
"3JFelI2nxxYJWiW7tymHrG","Rush","Animate - Live R40 Tour","R40 Live"
"17hEInF7YeiwSeCv8j1AOK","Rush","Time Stand Still - Live in Cleveland","Time Machine 2011: Live In Cleveland"
"2fsFnXtYfu3xkz9QXj1pZs","Rush","Bastille Day","Caress Of Steel"
"1ZhhIn96uDxZrPeYinban3","Rush","Digital Man","Signals"
"4syPlsQHh78fTKEIEzzSAc","Yes","Cans and Brahms - 2003 Remaster","Fragile"
"1uBMgVAUYLnzVL5uQT88FP","Led Zeppelin","Whole Lotta Love - Remaster","Mothership"
"4rGARUpl294ILkRg1Ati1N","Rush","Neurotica - 2004 Remaster","Roll the Bones"
"3DuBPMUKNtdrFUt5Yu9Yqg","Queen","Crazy Little Thing Called Love - Remastered 2011","Greatest Hits"
"7nxmJPzgJZIG2dGBEV0U0G","Yes","Mood for a Day - 2003 Remaster","Fragile"
"7HQrFPtLEpgTJaEVujH8OO","Led Zeppelin","Rock and Roll - Remaster","Mothership"
"3DSkrxetK6Xigh53HhzZiY","Led Zeppelin","Rock and Roll - Live: O2 Arena, London - December 10, 2007","Celebration Day"
"6Z1RlXjgnV8SO64mSeYACT","Rush","Red Sector ""A"" - Live - Grace Under Pressure Tour","Grace Under Pressure Tour Live"
"1mKmlYB7ZCJliS88OifG7U","Rush","Leave That Thing Alone - Rio Live","Rush in Rio"
"4oRl8T1PhRJZfrz11kJvgA","Queen","Princes Of The Universe","Greatest Hits III"
"27HOSaR2syy2piTJgIrW43","Rush","Moto Perpetuo - Live in Cleveland","Time Machine 2011: Live In Cleveland"
"43kNCjDBX9dRKO5LSC2Wsc","Rush","Double Agent - 2004 Remaster","Counterparts"
"4ssrDczLOdo1veDL3LgHwI","Rush","Need Some Love","Rush"
"5UdShl12E6eHEgS8lQ1bPr","Led Zeppelin","All My Love - Remaster","Mothership"
"5BRWZIggJTlMdfOifHNLRr","Yes","City of Love","90125"
"7rGrEoNDOgAN6ImsWCNYvv","Rush","Natural Science - Live R40 Tour","R40 Live"
"5SuIql82girz2lw2iv8eg0","Rush","YYZ - Live in Cleveland","Time Machine 2011: Live In Cleveland"
"7tldZGcbFCySZsV8B1ZP1T","Rush","Dreamline (with Clockwork Angels String Ensemble) [Live on Clockwork Angels Tour]","Clockwork Angels Tour"
"4MNmv4jgzzCxLE0fIKfy6A","Rush","Red Barchetta - Live R40 Tour","R40 Live"
"61FHPHXfnA0SG9sGjkrHNo","Queen","Another One Bites The Dust - Remix","Greatest Hits III"
"1DHBNGZni4YRJVxtoFcmcx","Rush","Between Sun and Moon - Rio Live","Rush in Rio"
"5cPpn5y3ar41GGd971CFEd","Rush","Presto - Live in Cleveland","Time Machine 2011: Live In Cleveland"
"1bVnRjdVprR6ZoT67DBxML","Rush","Distant Early Warning","Grace Under Pressure"
"6P8s3ko5YbbbCxFIjxvswG","Queen","Flash - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"4Mrc8EcUSJv6bblFGxJHsf","Rush","YYZ - Live R40 Tour","R40 Live"
"1fwVZHgHCn0C8PqTQ2WPBh","Queen","Crazy Little Thing Called Love - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"03ya6uxy3Ow4qQPZCPr4YY","Rush","Working Man - R30 Live Version","R30"
"2Mxz1M9kjC1d0BrJGEdZUe","Queen","Play The Game - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"05RqKOlJA6jcXy2oBf6Pt0","Rush","Far Cry - Snakes & Arrows Live Version","Snakes & Arrows Live"
"2T6lFb6HFAOkkOnphgwA2R","Rush","In The End","Fly By Night"
"4VKAoFw5bk4f3IpXdzy7Vh","Queen","Heaven For Everyone","Greatest Hits III"
"3jAeWEJMVGa7dhEGI5Lw8o","Rush","Dreamline - R30 Live Version","R30"
"1W8IoSJD4rWC53OPiUltbv","Rush","Wish Them Well (with Clockwork Angels String Ensemble) [Live on Clockwork Angels Tour]","Clockwork Angels Tour"
"6fdFJHwUuJqpKDYI1RyIZR","Rush","Between the Wheels - Snakes & Arrows Live Version","Snakes & Arrows Live"
"59VlwBBWgPPKBOg42ZVzOT","Rush","The Fountain Of Lamneth","Caress Of Steel"
"5iNr7y6iWNkwVvVeOXSLT5","Led Zeppelin","D'yer Mak'er - Remaster","Mothership"
"2mbk9uIlbFUEeYof7I361V","Queen","We Are The Champions - Remastered 2011","Greatest Hits"
"5yrq34HREwMKi0UekzUmFh","Queen","Intro - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"6a0bGgN3heaoN211kvpCEz","Queen","Too Much Love Will Kill You","Greatest Hits III"
"2Bv7w9O6JsNmCstAXxurNi","Rush","Red Lenses","Grace Under Pressure"
"1kOfZShwvYeN4b4UocSGMm","Led Zeppelin","Ramble On - Live: O2 Arena, London - December 10, 2007","Celebration Day"
"5FYslb39kAXnPmxSsJyzC5","Queen","Bicycle Race - Remastered 2011","Greatest Hits"
"5XFJr7XQL7a40jPp5Pgw0E","Rush","Medley: YYZ / Temples Of Syrinx / Tom Sawyer - Live - Grace Under Pressure Tour","Grace Under Pressure Tour Live"
"6ZXtAlyP1lNWfIJ2faQvwP","Rush","Armor and Sword","Snakes & Arrows"
"4OtN2WCLiCyGPYnx0AErYC","Rush","The Pass (Live on Clockwork Angels Tour)","Clockwork Angels Tour"
"5eY0U7Xoyszegss3OQ0DLr","Led Zeppelin","No Quarter - Live: O2 Arena, London - December 10, 2007","Celebration Day"
"4TZCHc0e08MARzh9dXHOcI","Rush","How It Is - Live R40 Tour","R40 Live"
"5DTUqcBGkZINgFXBCu9DmF","Rush","Natural Science - Snakes & Arrows Live Version","Snakes & Arrows Live"
"1hM2HXmeYuEe1VTf0O1IFU","Rush","Dreamline - 2004 Remaster","Roll the Bones"
"15pUq5xfLfD7NvTGt6NKGM","Rush","Grand Designs (Live on Clockwork Angels Tour)","Clockwork Angels Tour"
"3KQCdojAu1aO3BZ2G959e1","Rush","The Speed of Love - 2004 Remaster","Counterparts"
"1DpppbKBTc83vX2sb3k3tc","Rush","Resist - 2004 Remaster","Test for Echo"
"6XP1lxHvGRqttJq7bogFQ0","Rush","The Larger Bowl","Snakes & Arrows"
"23u8mHdw83yv0gVM0myLGy","Rush","Earthshine - Rio Live","Rush in Rio"
"0obmWHfI9tFZzWwFFbVatm","Rush","One Little Victory - Rio Live","Rush in Rio"
"3g8OM1tEhwNQqsXDHhVbQQ","Queen","Somebody To Love - Live At The Freddie Mercury Tribute Concert For AIDS Awareness, Wembley / 1992","Greatest Hits III"
"04vwMzdNuzc3sK3mEp0fKU","Rush","Clockwork Angels - Live R40 Tour","R40 Live"
"5LAR2sW7fNWoSOci6i25Bv","Led Zeppelin","Dazed and Confused - Live: O2 Arena, London - December 10, 2007","Celebration Day"
"5vfoqFiW6wXwhwa7r523Iq","Yes","Long Distance Runaround - 2003 Remaster","Fragile"
"01PacJaIe9pbYiQErvjKy2","Queen","Now I'm Here (Reprise) - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"1dt3NjEjaMmsBkQ9gkPztQ","Rush","Caravan - Live in Cleveland","Time Machine 2011: Live In Cleveland"
"4usCLaZPkOxZUwcbtfKivq","Led Zeppelin","In My Time of Dying - Live: O2 Arena, London - December 10, 2007","Celebration Day"
"1ehPqWM0jyWgJ3XIVnpvhW","Queen","Save Me - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"1rUmVxcEAAMTI7BGp4fiyl","Rush","The Analog Kid","Signals"
"2vWbHUxdW0mBFlWo424VNe","Queen","Sheer Heart Attack - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"4PhVskrP2ZSGsWqYaaw7nu","Queen","Good Old-Fashioned Lover Boy - Remastered 2011","Greatest Hits"
"1dpX5meBjFvqCv63x5nLnA","Rush","Manhattan Project (with Clockwork Angels String Ensemble) [Live on Clockwork Angels Tour]","Clockwork Angels Tour"
"6LtBf6uwTxRemQnqgunTT9","Queen","Under Pressure - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"7d51ce6zw3gSU3noX90ZcZ","Yes","Make It Easy","90125"
"3zjDIbQ3lLWXekq1PBVYM9","Black Sabbath","Dear Father","13"
"44PaDNMTS2TFJHklfZFV36","Queen","Now I'm Here - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"0HJsaW48EYnIxH627aRHWN","Rush","The Body Electric","Grace Under Pressure"
"1q8VMNy2RTTl7dZhVIU6hk","Rush","Here Again","Rush"
"0pw0DzEmkAvDvZnmdzamt0","Rush","Limelight (Live on Clockwork Angels Tour)","Clockwork Angels Tour"
"12wlYeErSUNGg1B5d64077","Led Zeppelin","Stairway to Heaven - Remaster","Mothership"
"3IKJNHnVZ2bXGjAFBJiUYo","Black Sabbath","God Is Dead?","13"
"28B9zhnYahGlDEWrOtydV8","Rush","Freewill - Snakes & Arrows Live Version","Snakes & Arrows Live"
"6r862ZdyJEHbiZsBOd186U","Queen","No One But You (Only The Good Die Young)","Greatest Hits III"
"5opmZXevhxRp0PJQkSpibl","Rush","The Main Monkey Business - Live R40 Tour","R40 Live"
"6YwXNlt6nc2uErTLT2xWzV","Queen","I'm Going Slightly Mad - Remastered 2011","Greatest Hits II"
"2vwohQHIsvkvWqqnRFsKaZ","Rush","Red Barchetta - Live in Cleveland","Time Machine 2011: Live In Cleveland"
"0jfghgthZEGJABrd8GJ1Tb","Rush","Red Sector A (with Clockwork Angels String Ensemble) [Live on Clockwork Angels Tour]","Clockwork Angels Tour"
"1HIdpzyjRoAABk6B6YLNBO","Rush","The Spirit of Radio (Live on Clockwork Angels Tour)","Clockwork Angels Tour"
"06NaQEFudMOluSNd1xSGBe","Yes","It Can Happen - Cinema Version","90125"
"2uuMXKKmdXrY2XxsqTsGp0","Led Zeppelin","Immigrant Song - Remaster","Mothership"
"0xfKUuwKtz082u9vVo7OJ4","Rush","Headlong Flight - Live R40 Tour","R40 Live"
"6J6nHaxeRubBEYLMjW47OF","Rush","Peke's Repose (Guitar Solo) / Halo Effect [with Clockwork Angels String Ensemble] [Live on Clockwork Angels Tour]","Clockwork Angels Tour"
"7yXI9x0EGCBBTTz35DBJEo","Queen","Love of My Life - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
"0hRJNNyjoIlRcrgYVypM2Y","Rush","By-Tor And The Snow Dog","Fly By Night"
"3bCvAuIFVHsJuhZdoSBAPf","Rush","YYZ - Snakes & Arrows Live Version","Snakes & Arrows Live"
"2OBofMJx94NryV2SK8p8Zf","Queen","Bohemian Rhapsody - Remastered 2011","Greatest Hits"
"3ocG2fl2eqWBCqIkAKXgRl","Rush","Closer to the Heart - Rio Live","Rush in Rio"
"2w4etd9ghamWZUqpk1uINX","Queen","Somebody To Love - Live At The Montreal Forum / November 1981","Queen Rock Montreal"
"5rBxHKgtzeE76vkWM1YxqW","Rush","Roll The Bones - Live R40 Tour","R40 Live"
"6BEoEEmUhUEhHz8peI2keD","Rush","Animate - R30 Live Version","R30"
"0PQdxnf0ddYp6lnHB81db8","Rush","Headlong Flight (with Clockwork Angels String Ensemble) / Drumbastica [Drum Solo] [Live on Clockwork Angels Tour]","Clockwork Angels Tour"
"1ln6CwbRGcD4ppJis3Mm1I","Rush","The Spirit of Radio - R30 Live Version","R30"
"1p9hRNRKVFPuYv0ADlkl1l","Rush","A Passage To Bangkok","2112"
"2PhQcyLEJ4INST9RPWCbSz","Rush","Cygnus X-1 - Rio Live","Rush in Rio"
"39etSYnspBYBZ8CvQ3VAlg","Rush","Witch Hunt - Snakes & Arrows Live Version","Snakes & Arrows Live"
"1RIsAtnYOlo8zGMycNFioq","Led Zeppelin","Dazed and Confused - Remaster","Mothership"
"0ssM0AZdWKEEaqPTHzwYWl","Black Sabbath","Dirty Women - Live in Australia / 2013","13"
"1sv7ojDcUtaYTPbR5CrSwc","Rush","Free Will - Rio Live","Rush in Rio"
"2XbcujvemK0hGh0Ob4HAXQ","Queen","Bohemian Rhapsody - Live At Wembley Stadium / July 1986","Live At Wembley Stadium"
