"trackID","endTime","artistName","trackName","msPlayed","isPodcast"
"5EfynFqT83pclSF9jeuVrD","2021-03-06 01:42","Rush","War Paint",2562,"No"
"0rdJpnhnW4apSXGEyW8epP","2021-03-06 01:48","Rush","Animate",363440,"No"
"0xcA7LflHSiDPV74zs0s3b","2021-03-06 01:53","Rush","Nobody's Hero",294600,"No"
"4uh2XykjwusuI5FGroB7Ay","2021-03-06 01:59","Rush","Alien Shore",346320,"No"
"2JSwj8qqQZtL5hRcS66IA3","2021-03-06 02:04","Rush","Faithless",331000,"No"
"63JnyvtwaCYqsVQfVwgyuI","2021-03-06 02:06","Rush","We Hold On",124073,"No"
"7LHp6fGj4lG47lNceQ0Ltc","2021-03-06 02:14","Rush","Turn The Page",295106,"No"
"2SBKGHPQmo65mz9MxV30Fr","2021-03-06 02:19","Rush","Prime Mover",313078,"No"
"6hq2Enqp3pXY5nhxcfuZiW","2021-03-06 02:25","Rush","Presto",339416,"No"
"3VtrcsvEp3RIwg87GOui3q","2021-03-07 13:31","Rush","Heart Full of Soul",171240,"No"
"3HIvUCPsvELgIW7GNrXyK5","2021-03-07 13:34","Rush","For What It's Worth",209626,"No"
"5dkfF6T8QH5myWNt7GUHeo","2021-03-07 13:38","Rush","Mr. Soul",229266,"No"
"6gMIafMZuSDsLuCfEJhbln","2021-03-07 13:41","Rush","Shapes of Things",195560,"No"
"5ygL2ee5PAwG8ZnF1fTqlD","2021-03-07 13:44","Rush","Seven and Seven Is",172133,"No"
"7sG6Tp1Oyul64gFFU55iRy","2021-03-07 13:49","Rush","Bravado",275120,"No"
"5fxyxJbYxhMMwfvCcx2tdk","2021-03-07 13:54","Rush","Roll the Bones",329906,"No"
"56FU6yh4O46jrAltLyY2zr","2021-03-07 13:58","Rush","Where's My Thing",229120,"No"
"5NLvbki7VVHdfijSsEOPQl","2021-03-07 14:04","Rush","Heresy",325440,"No"
"2mLf5ZgJeEU2ArptAHcJbs","2021-03-07 14:09","Rush","You Bet Your Life",300920,"No"
"0pT7Vws8MhBLXx7rwqOwMD","2021-03-07 14:14","Rush","The Pass",290653,"No"
"5EfynFqT83pclSF9jeuVrD","2021-03-07 14:19","Rush","War Paint",324506,"No"
"6hq2Enqp3pXY5nhxcfuZiW","2021-03-07 14:25","Rush","Presto",345586,"No"
"32L4YJsU0uetIaSwsT7i22","2021-03-07 14:30","Rush","Red Tide",270426,"No"
"2cGFkKCnNlehBR2CKkjXAF","2021-03-07 22:14","Rush","Available Light",272034,"No"
"1mAFKniHLRQSpd8wWani14","2021-03-09 16:20","Geddy Lee","The Angels' Share",274733,"No"
"3cFUgGMpaynZHiuEqv48qn","2021-03-09 16:41","Geddy Lee","Runaway Train",271466,"No"
"4yKWUl2WR327Ol0MNzOD5B","2021-03-09 16:46","Geddy Lee","My Favorite Headache",284000,"No"
"7rkrEyowp24CGvy0vE3snq","2021-03-09 16:51","Queen","Ride The Wild Wind",11860,"No"
"10kUVvy3damVfxFRABXKkB","2021-03-09 16:51","Geddy Lee","Working at Perfekt",299040,"No"
"3VtrcsvEp3RIwg87GOui3q","2021-03-09 16:54","Rush","Heart Full of Soul",171240,"No"
"3HIvUCPsvELgIW7GNrXyK5","2021-03-09 16:58","Rush","For What It's Worth",209626,"No"
"5dkfF6T8QH5myWNt7GUHeo","2021-03-09 17:02","Rush","Mr. Soul",229266,"No"
"6gMIafMZuSDsLuCfEJhbln","2021-03-09 17:05","Rush","Shapes of Things",195560,"No"
"5ygL2ee5PAwG8ZnF1fTqlD","2021-03-09 17:08","Rush","Seven and Seven Is",172133,"No"
"7sG6Tp1Oyul64gFFU55iRy","2021-03-09 17:12","Rush","Bravado",275120,"No"
"5fxyxJbYxhMMwfvCcx2tdk","2021-03-09 17:18","Rush","Roll the Bones",329906,"No"
"56FU6yh4O46jrAltLyY2zr","2021-03-09 17:22","Rush","Where's My Thing",229120,"No"
"5NLvbki7VVHdfijSsEOPQl","2021-03-09 17:27","Rush","Heresy",325440,"No"
"2mLf5ZgJeEU2ArptAHcJbs","2021-03-09 19:19","Rush","You Bet Your Life",266746,"No"
"3wBqON2EX3QFDyFLvl1Tcv","2021-03-12 02:00","Rush","Mystic Rhythms",43727,"No"
"0mhh1nYcfI2uKkCaxKdGYT","2021-03-12 02:01","Rush","Clockwork Angels",13642,"No"
"7LHp6fGj4lG47lNceQ0Ltc","2021-03-12 02:01","Rush","Turn The Page",2189,"No"
"3wBqON2EX3QFDyFLvl1Tcv","2021-03-12 02:07","Rush","Mystic Rhythms",353840,"No"
"3uQDfCKlwfK9Yz10JFcsC7","2021-03-12 02:08","Rush","Manhattan Project",90838,"No"
"6hq2Enqp3pXY5nhxcfuZiW","2021-03-12 02:14","Rush","Presto",342312,"No"
"1fzQ32qjWi45u1hPcNM0Hw","2021-03-17 14:05","Queen","Intro",580,"No"
"0a9sd6MEXZXIPHk0fAxpZ4","2021-03-17 14:08","Queen","We Will Rock You",186106,"No"
"3La5LAAtOfriFxZi97ybSK","2021-03-17 14:11","Queen","Let Me Entertain You",168693,"No"
"6hyjl7z58fwPpx8273ilOC","2021-03-17 14:15","Queen","Play The Game",237466,"No"
"6cFZ4PLC19taNlpl9pbGMf","2021-03-17 14:23","Queen","Somebody To Love",473306,"No"
"6hvpwZPS3x3XSv57qYWiUR","2021-03-17 14:25","Queen","Killer Queen",119933,"No"
"4LdDKiaHx5B1VCocUY2ppn","2021-03-17 14:27","Queen","I'm In Love With My Car",123333,"No"
"4Bgluc807xGpxehxW6Uvn7","2021-03-17 14:31","Queen","Get Down, Make Love",285933,"No"
"5xDFYRukUOamdjnFoM3RoW","2021-03-17 14:36","Queen","Save Me",254733,"No"
"2R8xlQtomjh07jgexGp6rJ","2021-03-17 14:41","Queen","Now I'm Here",331600,"No"
"6GT9NVRrfjQFJvanUnBP5W","2021-03-17 14:44","Queen","Dragon Attack",191760,"No"
"2R8xlQtomjh07jgexGp6rJ","2021-03-17 14:46","Queen","Now I'm Here",113106,"No"
"1mSClObliRtgPVT399COQH","2021-03-17 14:50","Queen","Under Pressure",230120,"No"
"6WKoOXecrcYW8RmerNCxFB","2021-03-17 14:54","Queen","Keep Yourself Alive",209293,"No"
"108CEUGyglECilQb3o1jec","2021-03-17 14:57","Queen","Drum And Tympani Solo",180066,"No"
"668edfhvN0OKWx6kc1bFeb","2021-03-17 22:56","Queen","Guitar Solo",34116,"No"
"0a9sd6MEXZXIPHk0fAxpZ4","2021-03-20 18:38","Queen","We Will Rock You",186106,"No"
"3La5LAAtOfriFxZi97ybSK","2021-03-20 18:41","Queen","Let Me Entertain You",168693,"No"
"6hyjl7z58fwPpx8273ilOC","2021-03-20 18:45","Queen","Play The Game",237466,"No"
"6cFZ4PLC19taNlpl9pbGMf","2021-03-20 18:53","Queen","Somebody To Love",473306,"No"
"6hvpwZPS3x3XSv57qYWiUR","2021-03-20 18:55","Queen","Killer Queen",119933,"No"
"4LdDKiaHx5B1VCocUY2ppn","2021-03-20 18:57","Queen","I'm In Love With My Car",123333,"No"
"4Bgluc807xGpxehxW6Uvn7","2021-03-20 19:02","Queen","Get Down, Make Love",285933,"No"
"5xDFYRukUOamdjnFoM3RoW","2021-03-20 19:06","Queen","Save Me",254733,"No"
"2R8xlQtomjh07jgexGp6rJ","2021-03-20 19:12","Queen","Now I'm Here",331600,"No"
"6GT9NVRrfjQFJvanUnBP5W","2021-03-20 19:15","Queen","Dragon Attack",191760,"No"
"2R8xlQtomjh07jgexGp6rJ","2021-03-20 19:17","Queen","Now I'm Here",113106,"No"
"1mSClObliRtgPVT399COQH","2021-03-20 19:21","Queen","Under Pressure",230120,"No"
"6WKoOXecrcYW8RmerNCxFB","2021-03-20 19:24","Queen","Keep Yourself Alive",209293,"No"
"108CEUGyglECilQb3o1jec","2021-03-20 19:27","Queen","Drum And Tympani Solo",180066,"No"
"668edfhvN0OKWx6kc1bFeb","2021-03-20 19:32","Queen","Guitar Solo",311186,"No"
"6tYYT8zNxkadSCujCdR6Ur","2021-03-20 19:34","Queen","Flash",131146,"No"
"1KUBC2Wy6DGtID7EZnO5TU","2021-03-20 19:36","Queen","The Hero",111440,"No"
"6aU0F03DR257LCPAXjtg42","2021-03-20 19:41","Queen","Crazy Little Thing Called Love",255600,"No"
"1ow6RtvSgueeJi8kpdLk3c","2021-03-20 19:43","Queen","Jailhouse Rock",152600,"No"
"6l8GvAyoUZwWDgF1e4822w","2021-03-20 19:49","Queen","Bohemian Rhapsody",328933,"No"
"5iizMR06EEjsYFFuJmxfVI","2021-03-20 21:36","Queen","Tie Your Mother Down",232933,"No"
"5Lsg8jlCoTyxRch9LvJo3E","2021-03-20 21:40","Queen","Another One Bites The Dust",240600,"No"
"51WaksrkxDnWH13oabHpJ1","2021-03-20 21:57","Queen","Sheer Heart Attack",233693,"No"
"0a9sd6MEXZXIPHk0fAxpZ4","2021-03-20 21:59","Queen","We Will Rock You",129333,"No"
"4kzvAGJirpZ9ethvKZdJtg","2021-03-20 22:03","Queen","We Are The Champions",207573,"No"
"76S0Oy6sFz1fg8dQP5QTpQ","2021-03-20 22:04","Queen","God Save The Queen",87506,"No"
"1mAFKniHLRQSpd8wWani14","2021-03-20 22:09","Geddy Lee","The Angels' Share",274733,"No"
"3cFUgGMpaynZHiuEqv48qn","2021-03-20 22:14","Geddy Lee","Runaway Train",271466,"No"
"4yKWUl2WR327Ol0MNzOD5B","2021-03-20 22:18","Geddy Lee","My Favorite Headache",284000,"No"
"10kUVvy3damVfxFRABXKkB","2021-03-20 22:23","Geddy Lee","Working at Perfekt",299040,"No"
"3VtrcsvEp3RIwg87GOui3q","2021-03-20 22:26","Rush","Heart Full of Soul",171240,"No"
"3HIvUCPsvELgIW7GNrXyK5","2021-03-20 22:30","Rush","For What It's Worth",209626,"No"
"5dkfF6T8QH5myWNt7GUHeo","2021-03-20 22:33","Rush","Mr. Soul",229266,"No"
"6gMIafMZuSDsLuCfEJhbln","2021-03-20 22:37","Rush","Shapes of Things",195560,"No"
"5ygL2ee5PAwG8ZnF1fTqlD","2021-03-20 22:40","Rush","Seven and Seven Is",172133,"No"
"7sG6Tp1Oyul64gFFU55iRy","2021-03-20 22:44","Rush","Bravado",275120,"No"
"5fxyxJbYxhMMwfvCcx2tdk","2021-03-20 22:50","Rush","Roll the Bones",329906,"No"
"56FU6yh4O46jrAltLyY2zr","2021-03-21 00:03","Rush","Where's My Thing",229120,"No"
"5NLvbki7VVHdfijSsEOPQl","2021-03-21 00:08","Rush","Heresy",325440,"No"
"2mLf5ZgJeEU2ArptAHcJbs","2021-03-21 01:06","Rush","You Bet Your Life",300920,"No"
"0pT7Vws8MhBLXx7rwqOwMD","2021-03-21 01:11","Rush","The Pass",290653,"No"
"5EfynFqT83pclSF9jeuVrD","2021-03-21 01:16","Rush","War Paint",324506,"No"
"6hq2Enqp3pXY5nhxcfuZiW","2021-03-21 01:22","Rush","Presto",345586,"No"
"32L4YJsU0uetIaSwsT7i22","2021-03-21 01:26","Rush","Red Tide",270426,"No"
"2cGFkKCnNlehBR2CKkjXAF","2021-03-21 01:34","Rush","Available Light",286344,"No"
"05AxLHZd9zgxZRGJV0Jv3f","2021-03-22 15:40","Rush","Wish Them Well",325466,"No"
"6CRNYiqBld7XK4plDLk3lL","2021-03-22 15:47","Rush","The Garden",419440,"No"
"0mhh1nYcfI2uKkCaxKdGYT","2021-03-22 15:55","Rush","Clockwork Angels",451440,"No"
"7LkMvdPlagxLNKTU77Z1SO","2021-03-22 20:23","Rush","The Anarchist",65580,"No"
"65qw3kbgTAoKO9hJjDraRe","2021-03-25 16:35","Black Sabbath","Paranoid",168440,"No"
"7stF5Ow2QS5G4Q0raUi1n6","2021-03-25 16:40","Black Sabbath","Children of the Grave",314720,"No"
"2GnVuaoKSkB6Xa07l1BBg8","2021-03-25 16:46","Black Sabbath","N.I.B.",364493,"No"
"62BPSdAzi3dDO7ZNx3wikV","2021-03-25 16:53","Black Sabbath","Heaven and Hell",398817,"No"
"4svkPL62HbvyFgf0nHFXAF","2021-03-25 16:59","Black Sabbath","Iron Man",354773,"No"
"10sWvaY5yelQYHEvKfce4x","2021-03-26 01:19","Black Sabbath","Sabbath Bloody Sabbath",151306,"No"
"10sWvaY5yelQYHEvKfce4x","2021-03-26 13:54","Black Sabbath","Sabbath Bloody Sabbath",196564,"No"
"2peq7apxC5w9ycNnykFx4E","2021-03-26 13:58","Black Sabbath","Sweet Leaf",245996,"No"
"6q4yVOTF91QRCukCQ1IzTV","2021-03-26 14:04","Black Sabbath","Black Sabbath",377280,"No"
"0HVQuuXGAcQ2P5mBN521ae","2021-03-26 17:46","Black Sabbath","War Pigs",474400,"No"
"3IKJNHnVZ2bXGjAFBJiUYo","2021-03-26 17:55","Black Sabbath","God Is Dead?",532266,"No"
"6JZr1Anh17IB6DXtQDvxnh","2021-03-26 17:56","Black Sabbath","Into the Void",67853,"No"
"51MKd0GzWjAPmiB539tQAJ","2021-03-26 18:01","Black Sabbath","The Wizard",260640,"No"
"3pwGxrP40tnp4kaiHgSD5E","2021-03-26 18:05","Black Sabbath","Planet Caravan",269533,"No"
"1PZ3DwxBYzuRYXt2fpomfY","2021-03-26 18:10","Black Sabbath","Loner",299933,"No"
"5IInb5Pmard39yh1RPwxQU","2021-03-26 18:10","Black Sabbath","Snowblind",4693,"No"
"3hTGrqFnqsYtKKBWQYqUPy","2021-03-26 18:15","Black Sabbath","A National Acrobat",5370,"No"
"0GoyVMmzOB53lT8qRJYC4b","2021-03-26 18:15","Black Sabbath","Electric Funeral",289799,"No"
"3zxY9E2Lq38ADIhwDXOWe2","2021-03-26 18:20","Black Sabbath","Supernaut",271120,"No"
"34aKsAXIfB6ZI6rlMSkXkk","2021-03-26 18:26","Black Sabbath","Fairies Wear Boots",373192,"No"
"4zLMM82wGnGS0VIy3pq2yU","2021-03-26 18:26","Black Sabbath","Sabbra Cadabra",17357,"No"
"0xh4jAKV0BlbpycGZyJwtQ","2021-03-26 21:02","Black Sabbath","Solitude",251090,"No"
"62BPSdAzi3dDO7ZNx3wikV","2021-03-29 16:37","Black Sabbath","Heaven and Hell",378560,"No"
"3pwGxrP40tnp4kaiHgSD5E","2021-03-29 16:41","Black Sabbath","Planet Caravan",269533,"No"
"1PZ3DwxBYzuRYXt2fpomfY","2021-03-29 16:46","Black Sabbath","Loner",299933,"No"
"5IInb5Pmard39yh1RPwxQU","2021-03-29 16:46","Black Sabbath","Snowblind",4053,"No"
"0GoyVMmzOB53lT8qRJYC4b","2021-03-29 16:51","Black Sabbath","Electric Funeral",279180,"No"
"2JPgqQuuOprW8STXRRugMW","2021-03-29 16:59","Black Sabbath","Children of the Sea",335213,"No"
"4HFRItYjNrcwT6Vbtbk2i4","2021-03-29 16:59","Black Sabbath","Zeitgeist",0,"No"
"74POLsjBpqeLGoLNRb3RGF","2021-03-29 18:27","Black Sabbath","Never Say Die",5723,"No"
"4HFRItYjNrcwT6Vbtbk2i4","2021-03-29 18:27","Black Sabbath","Zeitgeist",277786,"No"
"4M3r1md8u4zyOf3DK0l9vQ","2021-03-29 18:31","Black Sabbath","Neon Knights",231693,"No"
"4ZaEDNUZFE3mJGMeFd9n7P","2021-03-29 18:37","Black Sabbath","Computer God",372065,"No"
"5PvD0laDXMT51BIo2JMxMO","2021-03-29 18:37","Black Sabbath","Killing Yourself to Live",2360,"No"
"5Nd7D67aFokhjPCWxPdcA6","2021-03-29 19:50","Black Sabbath","Wicked World",280980,"No"
"7sG6Tp1Oyul64gFFU55iRy","2021-03-30 10:46","Rush","Bravado",380,"No"
"7sG6Tp1Oyul64gFFU55iRy","2021-03-30 10:51","Rush","Bravado",275120,"No"
"5fxyxJbYxhMMwfvCcx2tdk","2021-03-30 10:51","Rush","Roll the Bones",9200,"No"
"3HIvUCPsvELgIW7GNrXyK5","2021-03-30 10:54","Rush","For What It's Worth",14520,"No"
"3VtrcsvEp3RIwg87GOui3q","2021-03-30 10:54","Rush","Heart Full of Soul",171240,"No"
"5fxyxJbYxhMMwfvCcx2tdk","2021-03-30 10:59","Rush","Roll the Bones",329906,"No"
"56FU6yh4O46jrAltLyY2zr","2021-03-30 16:35","Rush","Where's My Thing",175393,"No"
"56FU6yh4O46jrAltLyY2zr","2021-03-31 10:50","Rush","Where's My Thing",14180,"No"
"5NLvbki7VVHdfijSsEOPQl","2021-03-31 10:56","Rush","Heresy",325440,"No"
"2mLf5ZgJeEU2ArptAHcJbs","2021-03-31 11:01","Rush","You Bet Your Life",300920,"No"
"0pT7Vws8MhBLXx7rwqOwMD","2021-03-31 11:03","Rush","The Pass",110460,"No"
"0pT7Vws8MhBLXx7rwqOwMD","2021-03-31 14:25","Rush","The Pass",290653,"No"
"5EfynFqT83pclSF9jeuVrD","2021-03-31 14:30","Rush","War Paint",324506,"No"
"6hq2Enqp3pXY5nhxcfuZiW","2021-03-31 14:41","Rush","Presto",345586,"No"
"32L4YJsU0uetIaSwsT7i22","2021-03-31 14:46","Rush","Red Tide",270426,"No"
"2cGFkKCnNlehBR2CKkjXAF","2021-03-31 14:51","Rush","Available Light",302480,"No"
"5gjLmSIlvHJjCN7qKTnoqi","2021-03-31 14:55","Rush","Anagram",239546,"No"
"0rdJpnhnW4apSXGEyW8epP","2021-03-31 15:01","Rush","Animate",363440,"No"
"0xcA7LflHSiDPV74zs0s3b","2021-03-31 15:06","Rush","Nobody's Hero",294600,"No"
"4uh2XykjwusuI5FGroB7Ay","2021-03-31 15:11","Rush","Alien Shore",346320,"No"
"2JSwj8qqQZtL5hRcS66IA3","2021-03-31 16:07","Rush","Faithless",327370,"No"
"3aAB9ANGuZSVnz1wUHStOh","2021-03-31 16:09","Rush","Hope",122346,"No"
"36ypZxzbhZOh68bzs1giOd","2021-03-31 16:14","Rush","Workin' Them Angels",294920,"No"
"0K6yUnIKNsFtfIpTgGtcHm","2021-03-31 16:18","Rush","Limelight",259840,"No"
"0l2kEdf5XjlckyybbNjmYS","2021-03-31 16:19","Yes","Roundabout",5353,"No"
"4hO1SWYmqJF6X7O5rZaE6R","2021-03-31 16:23","Blue Öyster Cult","I Love the Night",263920,"No"
"60TYdVs6TWIsAJ1MPRdv59","2021-03-31 16:23","Blue Öyster Cult","Then Came the Last Days of May",7360,"No"
"6sH5tkQoXL3YKV0hpXZoWj","2021-03-31 16:40","Blue Öyster Cult","True Confessions",171500,"No"
"0Z0s6dw0zw2ENU1gVjlLV6","2021-04-01 11:19","Rush","Subdivisions",339373,"No"
"4f6CJbnASHEtQspSwqoYlr","2021-04-01 11:25","Rush","The Big Money",362306,"No"
"2B36scXmm2xG35ILOJMmxf","2021-04-01 11:31","Rush","Force Ten",335426,"No"
"3C3DdjdRkkBzVfX3uK7Jdf","2021-04-01 11:36","Rush","Grand Designs",315773,"No"
"0HJsaW48EYnIxH627aRHWN","2021-04-01 11:41","Rush","The Body Electric",292066,"No"
"20mmTwCJPnoA9Gq4Qhbqaj","2021-04-01 11:48","Rush","Territories",406653,"No"
"1rUmVxcEAAMTI7BGp4fiyl","2021-04-01 11:53","Rush","The Analog Kid",324586,"No"
"7sG6Tp1Oyul64gFFU55iRy","2021-04-01 11:59","Rush","Bravado",346426,"No"
"56FU6yh4O46jrAltLyY2zr","2021-04-01 12:07","Rush","Where's My Thing?",503440,"No"
"4oln108lelSadoqEFlwCZi","2021-04-01 12:13","Rush","Far Cry",333626,"No"
"4WW7Uaek3bzeODiZhE3PSK","2021-04-01 12:18","Rush","Caravan",342413,"No"
"0mhh1nYcfI2uKkCaxKdGYT","2021-04-01 12:27","Rush","Clockwork Angels",492640,"No"
"7LkMvdPlagxLNKTU77Z1SO","2021-04-01 12:34","Rush","The Anarchist",419773,"No"
"1E67jlQYbkbYwAuYBUM3k4","2021-04-01 12:39","Rush","Carnies",316386,"No"
"2s5oNg5BmJg1GwSqkPbzrT","2021-04-01 12:44","Rush","The Wreckers",327733,"No"
"2K0tmrLNQFWAPFXdxOmHn8","2021-04-01 12:53","Rush","Headlong Flight",497173,"No"
"6J6nHaxeRubBEYLMjW47OF","2021-04-01 12:58","Rush","Peke's Repose",315173,"No"
"1bMEynxrPX5DoPcKTt1yxf","2021-04-01 17:55","Rush","Seven Cities of Gold",67717,"No"
"4f6CJbnASHEtQspSwqoYlr","2021-04-02 13:54","Rush","The Big Money",334493,"No"
"3C3DdjdRkkBzVfX3uK7Jdf","2021-04-02 13:59","Rush","Grand Designs",305800,"No"
"3uQDfCKlwfK9Yz10JFcsC7","2021-04-02 14:04","Rush","Manhattan Project",304866,"No"
"2P0x26YpGzXDddtQEc171e","2021-04-02 14:53","Rush","Marathon",369533,"No"
"20mmTwCJPnoA9Gq4Qhbqaj","2021-04-02 14:59","Rush","Territories",379093,"No"
"4UbZmqYEzT5vn4UrPzAHu9","2021-04-02 15:17","Rush","Middletown Dreams",315373,"No"
"4BG64Z9i4XACK6IRWmgIKO","2021-04-02 15:22","Rush","Emotion Detector",310426,"No"
"3wBqON2EX3QFDyFLvl1Tcv","2021-04-02 23:25","Rush","Mystic Rhythms",312934,"No"
"4RzUcGT0RAmyeEe5wmvz88","2021-04-03 21:12","David Gilmour","Echoes",1514040,"No"
"0hBby0yygBY1u3m6tSpZgC","2021-04-03 21:26","Rush","The Camera Eye",658986,"No"
"3wBqON2EX3QFDyFLvl1Tcv","2021-04-03 22:19","Rush","Mystic Rhythms",353840,"No"
"3uQDfCKlwfK9Yz10JFcsC7","2021-04-03 22:24","Rush","Manhattan Project",304866,"No"
"7LHp6fGj4lG47lNceQ0Ltc","2021-04-03 22:29","Rush","Turn The Page",295106,"No"
"2SBKGHPQmo65mz9MxV30Fr","2021-04-03 22:34","Rush","Prime Mover",318733,"No"
"3PefhAnxRxxxeimzWetwnT","2021-04-03 22:40","Rush","Red Sector A",309146,"No"
"71PeEU6DLw7b2UvKuilQ0e","2021-04-03 22:46","Rush","The Weapon",383400,"No"
"2rIyuURzVLDjENwkmhZ5Gf","2021-04-03 22:52","Rush","Countdown",350106,"No"
"4HFRItYjNrcwT6Vbtbk2i4","2021-04-03 22:57","Black Sabbath","Zeitgeist",277786,"No"
"3gY381aWseWtDcnanY9n6u","2021-04-03 23:04","Black Sabbath","Damaged Soul",471666,"No"
"1p9hRNRKVFPuYv0ADlkl1l","2021-04-03 23:08","Rush","A Passage To Bangkok",214893,"No"
"4bGkklcgdZvIUtoqIc7wcd","2021-04-03 23:12","Rush","Something For Nothing",238933,"No"
"0QHY2cPwl7GpgC4WO5Onql","2021-04-03 23:15","Rush","The Twilight Zone",200066,"No"
"481S5BKOolPHU4VDkDBHqn","2021-04-03 23:20","Rush","Anthem",261760,"No"
"2fsFnXtYfu3xkz9QXj1pZs","2021-04-03 23:24","Rush","Bastille Day",277133,"No"
"5q7KiSN7znIONR76LAqm7k","2021-04-03 23:35","Rush","Xanadu",664853,"No"
"3sFgH9hqMB6cySLWJOGAJ4","2021-04-03 23:46","Rush","Natural Science",360510,"No"
